id,text,non_irony,irony
2346,@user yup it must be good to be ivy league Educated because it does alot of good,0,1
2347,@user I think it was the hotel owners...,1,0
2348,then there's this @user @user @user @user @user,1,0
2349,You guys seriously need to try this game #BananaBonanza,1,0
2350,the  that the #euphemism #CoerciveControl was #coined by a #MAN but is now #lovingly #appropriated by the #radical #feminist #agenda,0,1
2351,Absolutely love waking up to snow,0,1
2352,maybe i should delete my facebook tab- cause then i'd probably get more stuff done and be less distracted,1,0
2353,Those bad Anonymous and Occupy people did it all because they support white supremacy,0,1
2354,@user your last retweet though,0,1
2355,My vision looks like this =  just let me enjoy my first winter outside through a peep hole  #growingwinter,0,1
2356,thankful our stat teacher is dropping the lowest quiz @user #lifesaved,0,1
2357,@user @user Didn't Carolina beat Tampa Bay? the picks sheet has TB winning.,1,0
2358,Smh. Yesterday I was losing my voice. Today woke up with a mean ass cough and a headache 😒Christmas could be any better,0,1
2359,@user and he can't find himself a pair that would fit  🙈🙊🙊😂,0,1
2360,This is what we called OTAK LETAK KAT LUTUT.|#melayu |,1,0
2361,"#RedSox RT @user Meanwhile, in Caguas, Rusney Castillo goes 4-5 with mammoth HR. man, Alex Cora loves this guy",1,0
2362,Look at this trash. You can clearly see his handle. He stole my name and my pictures,1,0
2363,@user oh right do you know John Parker the pisshead @user,1,0
2364,"@user @user ooh, that looks like so much fun!",0,1
2365,"Russia says ruble crisis over as reserves dive, inflation climbs  via @user",0,1
2366,Perfect way to start off my morning,0,1
2367,"@user Well since he's basically an employee of the oil & gas sector, it would make sense that he operates this way.",1,0
2368,Love feeling like I've been lied to.  #dontwanttobehere,0,1
2369,"@user Tx, i saw that. must be a great shot to defend oneself from a fierce attacking giraffe.  #HungerGames",0,1
2370,I just love a chaotic school run!!!...,0,1
2371,I need new boots for my birthday.. And by new boots I mean like 3 or 4 pairs 😄😄 #ineednewboots #boots,1,0
2372,New England (-11.5) over New York Jets; Pittsburgh (-2.5) over Kansas City; Carolina (-4) over Cleveland.,1,0
2373,Love it when you can see people have read you facebook private message but they just don't reply,0,1
2374,@user @user Kick Raiola out of the league. #Scumbag #RepeatOffender #OneGameIsNotEnough,1,0
2375,😂😂 I'll let you and BB know how I get on xx,1,0
2376,Towing company commuter car being towed.,0,1
2377,@user good thing we had enough #whitewine and #christmastrees to survive if needed. #chardsohard #fashion  ;),0,1
2378,Why does Mostella get as much or more playing time as Hubbs...idk might be wrong but I don't understand that,1,0
2379,I can't waitlove#this#is#love#and#you#cAn#tell#me#how#much#this#is#gonna#last#beth#rip#twd#forever#bae...,1,0
2380,Will put corporate racism and sexism back where it belongs: Face-to-face  @user Execs think twice,0,1
2381,@user I'll just wait here :) :) :),1,0
2382,"there is no such thing as ""racists"" because there's only ONE race, HUMAN @user @user @user @user @user",1,0
2383,"Wait...  wait...  wait...  isn't the font on that t-shirt ""comic sans?""  @user #ICantBreathe",0,1
2384,"I deff missed my mom yelling up the stairs ""chanelle wake up!!!!!!"" #lmao  #stfu jks love u cuz you'll prob see this",0,1
2385,"*rushes to take the ""Which Christmas cookie am I?"" personality test*",0,1
2386,thanks for appreciating me looking out of you and caring !!,0,1
2387,JLPT tomorrow. I am feeling vaguely confident. But just vaguely.,1,0
2388,@user Does it imply you can get off facebook using crack or cocaine? .,0,1
2389,@user #skill support compyuter system<<what is your idea<> robotway,1,0
2390,Good luck to @user  against @user this afternoon after a month of inactivity.   ring rusty.,0,1
2391,"the people #BillCosby looked down upon are ones coming to his defense. This isn't about race,it's about rape!",0,1
2392,Oh how I love that my ass is too big to fit into my jeans anymore.  #bigbootybitches,0,1
2393,A romantic candlelit dinner for two would cost less if you switched the lights on -  ESKOM pic from the 1990's,0,1
2394,@user @user 47% for Serie A ? Is this for real ?,1,0
2395,Westbrook 16 points on 42 shots ok ok I see you working,0,1
2396,Stomach hurts sick of having sinus infection!!!,1,0
2397,WAIT the GA I have a crush on and emailed me and told me it was great to have me in class 😍❤😘 he totally loves me,0,1
2398,"can the next person who wants to educate me on any point please be very bloody educates before they speak to me, getting bored now",1,0
2399,Are we too young to understand,1,0
2400,A colleague just told me that her uncle was duped in acid by Saddam Hussein's thugs.  your usual office banter,1,0
2401,"Every parent wants their child to get ahead, help your child with a sponsorship/grant from @user #charity",1,0
2402,Lol my timehop guy though.,0,1
2403,Nit pick at every little thing guys. Keep doing that. That'll show the team you're behind them.,0,1
2404,Please instagram all your xmas presents I'm dying to see them  #nobodycares,0,1
2405,Isabelle sends me the nicest texts  😣😖💔,0,1
2406,of course the day that it's a monsoon outside i have classes on and off from 10 AM to 8 PM #ilovelife,0,1
2407,My glasses are blinding me.,0,1
2408,@user go workout! That jiggle is not going to jiggle itself away #ThingsYouSayToYourBestFriend this is so us  @user,0,1
2409,Can I ask why we didn't hv GEJ n PDP trending yesterday night,0,1
2410,Uh-oh. Better head for the hills. #storm #clouds #seekshelter,1,0
2411,@user reminds of me of myself when i was younger||,0,1
2412,vCAC looks like an even bigger bag of hurt than vCD,1,0
2413,@user kabhi I'm messier than usual messy wesay 😣 I need chai & I'm resting for last 2 days. May be this is the reason.,1,0
2414,"The ultimate ""How to"" book.....",1,0
2415,#what#matters#to#me#is#gym#holidays#work#the#hell#out,1,0
2416,Maybe Miss World will succeed where all her predecessors have failed in obtaining World Peace?  #MissWorld2014,0,1
2417,@user Do you think Mary's parents believed the bubbemeinseh that she was still a virgin?,1,0
2418,Feels like we been playing against the refs most games. That was a clean Wall block that the refs took away. Ugh.,1,0
2419,"Is ""I have to go...my gelding is struggling with dystocia"" a valid excuse...I just want to see the (lack of) reaction #whenyouseeit",0,1
2420,@user to you too. :) 👍,1,0
2421,@user oh yeah!!! 2nd :D #HoldTheApplause hahaha lol  <33,0,1
2422,I love waking up at 3am feeling like my insides are being chopped into tiny pieces and set on fire.  #killmenow 😭🔪🔥,0,1
2423,#Libby #Lane #appointment: #Women #bishops #debate  #over: The appointment of the Reverend Libby Lane as the...,1,0
2424,Photo: #tea #art #abstract #color #colors #fun #how #are #you #artist #spainish #exhibit #spain,1,0
2425,I already can't wait for Julia to come back.,1,0
2426,Never has an #Australia been more dependant on govt money than we are now #Sad #socialism #Unrealistic PEOPLE we spend more than we earn...,1,0
2427,Cheap and expensive,0,1
2428,Obama wants closer relations with a Marxist nation... I'm SHOCKED I tell you!  SHOCKED!    #cuba,0,1
2429,Just seen 3 bikes on bikes.,0,1
2430,Good morning all!||@LivingQWales @user @user @user @user @user @user |http://t.co/nJ1iOYg5Ex,1,0
2431,With no forwards. #confused  sure,1,0
2432,"#AnalQueenAlysa #Four Four girls, a lot of drinks and a few strap-on&#8230; that&#8217;s&#8230;",1,0
2433,@user Let me put my bet in with whoever would take action on such a thing... I'd think Oliva & Howsam should be easy.,1,0
2434,Dallas (-7) over Washington; New Orleans (-7) over Tampa Bay; Green Bay over Detroit (+9); Carolina (+2.5) over Atlanta.,1,0
2435,I just loooove arguing with the Insurance company.,0,1
2436,@user @user That's going to stand him in good stead as. #chancellor. |.,0,1
2437,@user @user @user @user @user @user mmmm 😂😂😂,1,0
2438,Last day of sewing selfie! #fashionmajor #rough #sewing #weresogood  @user,0,1
2439,"Buzzing about going home tonight, back for a month",1,0
2440,Something to remember as I head to @user tonight. #goodboy,1,0
2441,@user A cool look and a cool mind is all you need to party all night. |#QuiksilverGoesSupersonic,1,0
2442,@user So that is what happened the ACORN voter fraud people.,1,0
2443,"I often worry that wealth doesn't  have enough influence in society, so pleased to see this being addressed",0,1
2444,"@user oh brother, the bar for journalism is very high these days  @user why do you follow such retards?",0,1
2445,@user and what will that achieve? Seriously?To be fired.all the guys who had the balls to call them out are gone..,1,0
2446,We're on t'last train @user @user #wemarchon #saintsfc,1,0
2447,@user @user @user @user @user @user @user fuck it mite just warch eastenders,1,0
2448,"@user wow, Rickman really looks a lot different with blond hair.",1,0
2449,@user @user def understandable.i'm ok with that. trying to find anything up here on this has been impossible.,1,0
2450,@user no shit..it's called,1,0
2451,I love waking up out of a dead sleep to two firetrucks blaring past my window  😴🚒🚑,0,1
2452,"'All we do is eat, watch movies and kick the shit out of each other' 😂 #RelationshipGoalsAccomplished",0,1
2453,"@user @user Ya, because if history has told us anything, it's that betting on sports is a GREAT way to make money!",0,1
2454,My son is so thoughtful he loves taking snacks for the class.# always thinking of others #raising him right  selfish,1,0
2455,Those were some great last minute substitutions @user,0,1
2456,Listening to the rain in bed #Peacefull ☔️💦💧💦,1,0
2457,"@user Hey Alex, thanks for the support. My FB page is : and success to you.",1,0
2458,Soccer game should be fun today...😂😂,0,1
2459,Hello indoor lung nice to see have to you back.  🏃😑,0,1
2460,@user I also support instantly murdering 12 year olds with fake plastic guns in public parks...,1,0
2461,@user @user @user is this your first visit to a comment section?,1,0
2462,"@user yup gotta keep up with my ""frantic party lifestyle"".",0,1
2463,Times my trip home perfectly  #drenched #sydney #storm #wet,0,1
2464,@user @user didn't know that before putting him there#they all reck our country#PDP clans do not deserve another day even months,1,0
2465,how half of the world is suffering from obesity and the other half is dying of famine!!!!!,0,1
2466,Let's go CAVS!!! #cleveland #cavs #cavaliers #nba @ Quicken Loans Arena,1,0
2467,"With dropping oil prices, thank goodness #PMHarper has worked so hard trying to tie our economy to the oil & gas sector.  #cdnpoli",0,1
2468,".Thanks to Kanye, McCartney will finally get that big break he's been waiting for. No more dumpster diving for him.  #caring",0,1
2469,"If your local theater has a physical marquee with letters that can be rearranged, it's your duty to change them all to ""The Interview.""",1,0
2470,Damned if you do... #communication #truth  via @user,1,0
2471,Photo: Invoices have been sent out...,1,0
2472,"The fun part about 4 am drives in the winter, is no one has cleaned the snow yet",0,1
2473,it  just had to snow and cancel our Vball tournament today...🔫😡😡😡😡 #ball #is  #life,1,0
2474,I just love it when my knee clicks 😄  😒,0,1
2475,Bad Idea When You climb on the mountain,1,0
2476,#KMYB19HR study,1,0
2477,Where is the #TortureReport from Showtime's Homeland?,0,1
2478,@user what is your argument? 1/$12.5 for Butler > 2/$17 for Morales?,1,0
2479,In need of a rose winee🍷🍷,1,0
2480,"@user i am okay with a trade, but they better get a darn good package and it better not be in the division",1,0
2481,@user don't know how#Monsanto # among 100 most sustainable Cos in the world sure all parameters are measured#net positive?,1,0
2482,Maybe 2 different proposals! The girl is wearing different shoes and the guy is wearing a different coat. @user @user,1,0
2483,"Work done, gym done, steak for tea and Friday tomorrow #woohoo 😃👍",1,0
2484,That one time I didn't feel in over my head.,0,1
2485,@user To the officer's defense...that was a very scary looking phone.  #BlackLivesMatter,0,1
2486,@user @user For Queen and country yet they go down and destroy an English city and attack English police lol,0,1
2487,"Sure, let's go back to work on my day off after after just leaving four hours ago. Why not? #fb",0,1
2488,"burger king hacking (07/13 and 11/13) was the weirdest and funniest, definetely",0,1
2489,I see Toledo made a good name for itself last night,0,1
2490,SCRATCHING THE NIGHT OFF MY EYES,1,0
2491,@user still out w/ back sprain?,1,0
2492,Such a good lie in,0,1
2493,Iiiiiiii have the best boyfriend everrrrrrrrr.,1,0
2494,@user haha quite right mate! They coonty workers have got it aff easy Al tell ye! Oot here workin like a hamilton accie 👳  😂😂,0,1
2495,I just love freezing rain.,0,1
2496,It's brrrrrrr kinda feel & who would go to the kitchen to make coffee ....,1,0
2497,I've completed Day 3 of the 30 Day Ab Challenge workout. Join me and download the app at,1,0
2498,Auntie just called and said shes on her way..|I better get dressed then 😲😂😂,1,0
2499,haven't talked to you in days. that's cool I guess.,0,1
2500,It's been one year of off and on eye twitching. #SoFun,0,1
2501,@user I'm good at banter... 😂😂😂,1,0
2502,#phillhughes #63  #out we will miss u always respect for u,1,0
2503,"Balak to Balaam: ""Come now, curse this people for me..for I know that he whom you bless is blessed, and he whom you curse is cursed.""",0,1
2504,Not a strong showing for Pittsburgh sports this weekend. Thanks @user and @user for great seasons! #stillafan,1,0
2505,Everyone is broken. Some of 'em are so good to hide it. So good until I want to punch them in the face.,0,1
2506,It is so  nice knowing you have everyone's back and yet no one has mine.,0,1
2507,Thx for catching on #urock,0,1
2508,@user Adding #traditional makes the statement #legit #justbecause,0,1
2509,"@user no , not anymore. 😣",1,0
2510,50 mph winds make a great hair fan for a photo shoot. 😃,0,1
2511,A 21 year old (whatever age you are IDGAF) acting like an immature little @user in public? Yup you're a classy one.  #SoNotClassy,0,1
2512,Who dares to play this game? Lol #Shots #Sex #Fine #Tipsy #Drunk #Dead 😂  #NeedAGoodLaugh,1,0
2513,Since when did train fare get so expensive?? Jesus! Might aswell of drove.... Shame I'm drinking,0,1
2514,A #Meme for your #Monday! #MemeMonday #Obama #Obamacare #AcidReflux  #StandUpShot #JokeoftheDay #Comedy,1,0
2515,@user The day one of him minions was carrying a sign saying my mother was fat was one of mine.,0,1
2516,@user you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor....,0,1
2517,Body Language for Confidence - the easiest thing you can do to make a difference: via> @user,1,0
2518,"Photoset: babaybubblez: aquabreeze: disgustinghotels:  all men But lets not forget In the real story,...",1,0
2519,Perty sunrise #fs100 timelapse of the mountain,1,0
2520,@user @user @user His tweet in the context of his history is what makes it a clear bait.,1,0
2521,#But #Buy #Couch #Enveloppe #If #Its  #HomeDecor|Please RT:,1,0
2522,Sure Staff... Now Hiring.,0,1
2523,Blowing your nose so hard your ears pop is the greatest way to start a Wednesday.,0,1
2524,@user Because I disagree w/ you? Trading three picks for one when you have glaring holes at numerous positions is ass-backwards.,1,0
2525,"$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right?",0,1
2526,Love watching #latenightfilms. Enjoyed #MockingjayPart1 @user #didsbury. Ta @user #Grateful to have such a #goodfriend.,1,0
2527,probably going to fail tomorrow yayy  #GlobalArtistHMA #MTVStars One Direction,0,1
2528,Need a two hour long hug insecure,1,0
2529,"#Russia #says #new #U.S. #sanctions #may #hamper #dialogue on #Iran, Syria. via @user",1,0
2530,And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome 😤,0,1
2531,"The Interview has been cancelled, not because of north korea but because the immense comedy would blow our mortal minds",0,1
2532,What a pleasant way for Minneapolis' most prestigious publication to describe its female audience.,0,1
2533,@user @user Love her. please publicise her more.,0,1
2534,BBC News - New Forest road safety campaign donkey killed by car,0,1
2535,@user I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town. Where are you from?,1,0
2536,I love watching liverpool truly inspiring,0,1
2537,Merry Christmas @user @user @user @user @user @user @user XD Thanks for making #BFHardline ^_^,1,0
2538,"Life was never be so easy as it seems, till u come and bring u'r love inside.  with me",1,0
2539,@user watch 1 & 2 and then watch 3 another time,1,0
2540,"not speaking he do not like comedy, it was spoken jokingly  of his assassination that is  funny guys and gals... (2/2)",1,0
2541,hahahaha... 'Best Asian Style' went to the group of pretty boys ALL wearing blacks suits with a tie/bow. HOW STYLISH.  #2014MAMA,0,1
2542,it's beginning to look a lot like Christmas 🎄🎅 #office #tinsel #christmassy #happy  #long #now...,1,0
2543,@user @user thanks for plan c two weeks in a row! Getting rid of exotic engrams is also an amazing move!,0,1
2544,7 am. Pilates Now I get to go home and get ready for work! AMAZING!,0,1
2545,Any Hindu who tries to defend his religion is a Communal.  #Gharwapsi,0,1
2546,@user nope. Doing everything wrong. Cold. Hot. Hot. Cold. Gear seems ok but as today dipped to -14 prob spoke too soon. #orings,1,0
2547,Listening to a guy who decimated his team explaining to another how to build teams... hahahahaha aaaah.  #tragedy,0,1
2548,@user Fox News criticizing poor journalism regarding the UVA incident is hilarious,0,1
2549,Watch the wog head I will have after Christmas then #last #hair #cut #for #christmas,1,0
2550,More  in winning a sweet hamper at a Christmas fete the day after a jellybean damaged a tooth!,0,1
2551,".@JaniceDean, Michael Bloomberg will be wearing his speedo for the #GlobalWarming with his bodyguards.  @user",0,1
2552,@user Who France? Impede free market capitalism? Socialists? No... not France... #shocker  #Uber rocks. Suck it France.,0,1
2553,"Irony died 1000 times during the climax of Sholay, when the police urged Thakur not to take the law into his HANDS.  #Bollywood",0,1
2554,Can someone please tell me where the video is?,1,0
2555,Wow I'm seriously dying here 🙈🙈,1,0
2556,"@user @user ,. #coalition fit for purpose.#Labour can and will sort it.",1,0
2557,Gah! Desperately trying to bust this cold!,1,0
2558,Girls who dip>>>,0,1
2559,"#newjob Urgent CONTRACT - Assurance Manager - Private Banking, Singapore - Not Specified, Singapore  Specifie...",1,0
2560,"@user , former Chairwoman, US Commission on Civil Rights",1,0
2561,TNT replaying the Cavs-Knicks game...maybe the knicks will win this time,0,1
2562,"@user @user @user whenever I write anything with the word ""immigration"" in it, I'm happy if there's back-and-forth.",1,0
2563,Finals are over! Stress free. |Cant wait!!!✈️❤️🎄,1,0
2564,I can't wait to go to the post office to get bent over with $100 shipping fees to mail my folks' #Christmas gifts to Montana.,0,1
2565,#ff By ideiasdebolosdocesedelicias. Such a different twist to the regular #frozen cakes :) We love this one! ...,0,1
2566,Stuck in the traffic at 7.55am. Yuppy -.-  #happytuesday,0,1
2567,So kind of occ health to book my tb skin test on my day off uni. I am thrilled,0,1
2568,marty posts FACTS with PROOF you? you make shit up @user @user @user @user,1,0
2569,There are two things that need to better. Drafting and the players work ethic. That's it.,1,0
2570,"Torbay #Dementia #Action #Alliance: '#Living With Dementia,  #Dying From It' - Peter JS Ashley",1,0
2571,When all else fails... #relationships #needs via @user,1,0
2572,#USA: Senate summary report on #CIA detention programme must  be end of story #,1,0
2573,"This is very likely to end well. More vaccines is exactly what we need -.- ||"" Health and Human Services...",0,1
2574,Today is just not my day 😔,1,0
2575,"2 a.m., just went to bed  #Twitter #Sleepy #2am",1,0
2576,@user |Ew you really did it?,1,0
2577,YOU blame him for everything else @user @user @user @user @user @user @user,1,0
2578,@user @user Khan is doing to Brook what Mayweather is doing to Khan. Making poor excuses to avoid the big fight,0,1
2579,"oh, and lets not forget this @user @user @user @user @user",1,0
2580,"What a lovely morning, #Delhi government bans #Uber - looks like rape will stop in Delhi now  #aretheyserious",0,1
2581,"Great, I've got a lung infection. This is fun. :/ | #notfun #miserable",0,1
2582,Nothing like the 24hr swing back to being a day walker to make you feel like a million bucks...  #shiftworkerlife,0,1
2583,That #moment when you don't wanna tell that person you been fuckin someone else.. Cause they might go fuck some else LOL o.O' #truth,0,1
2584,What Day is the Sabbath? #follow #Jesus #Christ #FBC #FBCJAX,1,0
2585,It's such a joy to wake up sick again and not be able to use the one arm I do everything with.,0,1
2586,Nerd #piccollage having a bit of fun with Georgia #nerd#chistmas #sillybilly @ chilling on my comfy...,1,0
2587,its only been 30 mins in class n i already wana kio myself .a.mornin.person,1,0
2588,@user Can you come shovel my driveway? You owe me for helping you become the man you are today. #givingback,1,0
2589,"Whenever I get sad about how things are going now, I just think of how awesome the future looks to be. #secondsemester #drumcorps #college",1,0
2590,@user @user Nice to see @user taking the time to visit a poorly fan (in hospital Phil Jones)   #Alwaysinjured #MUFC,0,1
2591,"Aww I've just seen the pictures of @user from today, hows recovery going? #getwellsoon",1,0
2592,GET AHT A TAHN!|The Made in PGH Gift Guide via @user,1,0
2593,that way people get to understand disabilities and not stare at us funny wen we out and about#IDPwD#disability,1,0
2594,@user @user least I could do for barging into your convo!,1,0
2595,Big shocker that 2 of 8 called in,0,1
2596,"@user really well done. Another short formation, so I get to stand for the 3rd day in a row from Kel to LLS 7:18. Thanks",0,1
2597,"@user you realize you just tweeted out advice the other day on how not to spill your coffee, right?   #sloppy",0,1
2598,Listen to Paranard  #my mix by polosweets #np on #SoundCloud,1,0
2599,Library computer has frozen again #shocker,0,1
2600,Twirra is NOT a place. RT @user Twitter a place where virgins will be tweeting sexual & hoes will be forming saint...,0,1
2601,Fear & Loathing in Las Ukras: #Politics #Russia #Ukraine,1,0
2602,@user RT @user Baby name . #dataviz||Source:,1,0
2603,@user find me one of those costumes for him and we will 😋😂,1,0
2604,@user 1/5th. Just like in the real world!,0,1
2605,Experts Doubt North Korea Hacked Sony « CBS Dallas / Fort Worth #hacker #hacked,0,1
2606,"you do know the ""hands up, dont shoot"" thing has been proven FALSE right? @user @user",1,0
2607,"@user hello, can you give me an guess when Xbox core services will be fixed?",1,0
2608,Just found out I have my making babies final on Thursday. Good thing I have so much time to study,0,1
2609,"@user ok thanks,one more question: does a Computer Scientist take the same salary as a Computer Communication Engineer?",1,0
2610,@user Hope 2015 will be a great year for Destiny on PC :p @user,1,0
2611,"It's pretty amazing that in 'The Land of the Free', people are debating if we should feel safe around our police.",0,1
2612,the wheels on the bus are broken down broken down broken down😊🎶  #fml #omwtothemet,0,1
2613,The joy I have for overnight stakeouts,0,1
2614,"@user Two years ago i got binoculars from my parents cause I needed to look to the future, I was like cool 😂😂😂 tweet of the year",1,0
2615,I guess I'm dreaming. How else am I able to visit this site. Guess they won't let a prisoner have a phone right?,1,0
2616,@user Probably a Nigerian.,0,1
2617,@user now that's just mean.  #sorrynotsorry,0,1
2618,@user @user come on Graham / Thomas!,1,0
2619,Reading the Dundee United chairmanship statement tonight and you have to say what a lot of tosh..care of young players indeed,0,1
2620,"@user Wow, that is just so funny...",0,1
2621,@user Yeah...me too!!!!! !! x,0,1
2622,Dead supportive family I've got.,0,1
2623,@user No! I rarely drink at all. Got a stomach bug :-(,1,0
2624,@user halting heroine overdoses instantly? How will the music and film industry block that one wonders?,1,0
2625,@user @user were not American it's mum,1,0
2626,Hey there! Nice to see you Minnesota/ND Winter Weather,0,1
2627,Still time 2 enter my @user sample #giveaway on my @user channel! Check it out here #modere #bbloggers #beauty,1,0
2628,My boy has another cold and spent the night coughing and sneezing all over me #sexy,0,1
2629,Why do I have to have a good game then a bad game and then a good game then a bad game again. 😑😡,1,0
2630,@user @user Time to listen to ppl complain bout their lot in life bec they cudnt make themselves anything??? Yay!!!!,0,1
2631,"Ah, a week until my next medschool interview 😁",1,0
2632,Work Christmas Eve and Christmas Day.. Can't wait!,0,1
2633,@user @user it's in my Priory contract to wear those. Hugely popular with Priory Ultras #does  #count #xxx,1,0
2634,@user @user aren't most legislators' list of legislative accomplisments the past 8 years short?,1,0
2635,dats how u kno its winter,1,0
2636,@user @user I'm surprised my coanchor hasn't already nominated me for the worst list.,1,0
2637,White people are irrelevant at this point. The black community needs to rise ABOVE y'all are in control!!!!!! #truth,0,1
2638,@user @user @user @user well played Matt. Well played.,1,0
2639,"#LeBron #James: '#Violence #is  #the #answer': LeBron James said Thursday that ""violence is not the answer and...",1,0
2640,"@user #SC3stars CARDALE JONES. Third string QB, Big10 Champion and MVP.",1,0
2641,@user happy new year to you too!! Thanks for the reply,0,1
2642,@user was completely sensationalized. Inferring that Cubs weren't serious about winning until Wednesday is a joke.,1,0
2643,@user I should sue my parents,0,1
2644,Kiwi Heineken? - Drinking a Steinlager Pure by New Zealand Breweries Limited @ Raglan Golf Club -- #photo,1,0
2645,This time change is crazy. Everyones all up here like woohoo its 11am lets live life! & I'm like it is 5am & I have not slept at all yet.,1,0
2646,Working on Boxing Day is so fun,0,1
2647,Omg @user didn't tell @user he was in town 😱 #trueFriend,0,1
2648,"i dont think it would matter, metric or english, he doesnt understand math @user @user",1,0
2649,@user try Naheed akhtar & nayyara noor too. gOLD stash.,1,0
2650,Hmm...Scott Mitchell v Tony O'Shea or Phil Taylor v Raymond van Barneveld...what a difficult decision!!!  #DartsWorldChampionship #PDC,0,1
2651,@user  true....you can't replace your one and only mam.,1,0
2652,yet you cant provide ANY source that shows it @user @user @user @user @user @user,1,0
2653,"@user @user It's Christmas, one of the few days off I get during the year and I can't even sign into my XBOX ONE.|#Typical|",0,1
2654,"@user happy birthday young one, have a gooden lad!x",1,0
2655,Thanks for shutting the city down..,0,1
2656,@user Looking back on Saturday night like... @user You about Thursday 😂,1,0
2657,Enabling the Windows Firewall is a perfectly reasonable thing to do to package in a software installer.  #SCCMAdmininHealthcare,0,1
2658,father sent me down to buy ingredients cos he wanna fry some noodles up i remembered everything else but the noodles #somuchwin,0,1
2659,"@user draw, @user draw, @user going to lose, Pelle on my bench in fantasy, been a fucking shit night for me.",1,0
2660,Saying No to Them is the first way you say yes to yourself.,0,1
2661,@user im done with finals thursday that would be nice lol you leave friday at what time? ✈️,1,0
2662,Yay for knee machines!,0,1
2663,"the ""2/3=75%"" is also in the top 10 LOL @user @user @user @user",1,0
2664,Oh it's just Skrillex no big deal.. I see him on the daily..  #skrillex #rave #edm...,0,1
2665,I should of just made a canvas of coffee stains and be done with it. #art,0,1
2666,So let me get this straight he was going to sign with UFC no matter what wifey said? #HappyMarriage,0,1
2667,Marvin Lewis clearly thinks very highly of Johnny Football  #norespect @user,0,1
2668,When you're already running late and then your car won't start <<< #FantasticFriday,0,1
2669,Lol well done swans,0,1
2670,Gonna be the shittest Christmas ever without my mum.. Gonna get so drunk 🍹🍹🍹🍹🍹🍹,1,0
2671,wow they seem to be so turnt,0,1
2672,That moment when someone accidentally deletes everything on your phone #BestChristmasEver,0,1
2673,Interesting stats. PO's are good! The bad apples ruin it for all.|http://t.co/bqIn0clXjc #tcot #Ferguson #EricGarner,1,0
2674,#Michigan RT @user Rich Rodriguez not available for the photo op. He's at the Fiesta Bowl.,1,0
2675,Did you know ? If you are reading this right now you are not blind...lol.,0,1
2676,The Grinch Stole My Sanity via @user #lol #fun #funny,0,1
2677,I love spending five hours a night doing homework! Please assign more teachers!,0,1
2678,"@user to tell you the truth, that may have been the smartest thing you've ever tweeted.  #ireallythinkyouareafuckingidiot",0,1
2679,@user @user By definition placing money on the outcome of anything is gambling! Choosing to deny this is self delusion,1,0
2680,Photo: #whynot? #why #pop#art #artist @user #whirleyshot #whirleystudio #sharpie #acrylics...,1,0
2681,"My grandma gulping her hot coco loudly and my mom goes: ""you gulping over there?"" My grandma: ""no I'm queefing""  #HAHA",0,1
2682,Wow am I glad that I have to cycle through this weather.||,0,1
2683,@user Can U Help?||More conservatives needed on #TSU + get paid 4 posting stuff like this!||YOU CAN $ TOO! go to,1,0
2684,Always fun when buses don't turn up! It's my favorite waiting outside in the freezing cold for them for like half an hour 😏,0,1
2685,"People these days are so loving, accepting, and nonjudgmental. It's great.",0,1
2686,Tiger Woods Is Now Hero Group's Global Brand Ambassador #brand #buzzfeed |Read Story:|http://t.co/ImJof1p8E5,1,0
2687,@user thanks for the wake up wrap and coffee this morning!! #CheapBastard,0,1
2688,#GuruMantra for #success. #entrepreneur #startup,1,0
2689,@user I'll bring it to work. The hoops one is a hit,1,0
2690,@user there wasn't room for  #LoveYouBro,1,0
2691,SAIC Design Directors on Trends and Advice to Students,1,0
2692,@user that's the easy part. Giving my man money to go grab all mine tomorrow morning can't be dealing with town to stressfull,1,0
2693,Jusuf Nurkic #Bulls RT @user He clearly has a lot of talent. Kind of amazing that Denver got him and Gary Harris for McDermott.,1,0
2694,67 is such a beauty 😒  #manitibaprobs,0,1
2695,#working.blues.enough.vacation.days,1,0
2696,About to take a long ass drive with music blasting 🙌,1,0
2697,Love working hard trying to fix other people's fuck ups,0,1
2698,.@7eleven Big Gulps for health care,0,1
2699,@user This year's class picture is so awesome. Really awesome!  👊  hahahahaha 😂,0,1
2700,"#GapeLand #Super-sweet Super-sweet Lilli is simply adorable with her all-leg,&#8230;",1,0
2701,"Welcome to metro RT @user ""Thanks to Seattle Prep for finally removing their starters up 34 with 3:30 left. """,0,1
2702,SHAME ON JACKSONVILLE #JAGS AND #SHADKHAN. -Do you think that #Police phobic #stooges l...,1,0
2703,#WOW #CRAZYkids can fix this. #OutofControlKids #DrPhi...,1,0
2704,Why am I sick? *looks at other tweets* oh yeah sex...  #lame,0,1
2705,Glad to know my friends are supportive,0,1
2706,@user @user @user @user actually I believe Henry is undefeated on Turf in @user @user,0,1
2707,About to write my math final really excited  #somethingrandom,0,1
2708,"@user @user As a Red Sox follower, I can vouch for Gomes as a clubhouse leader. Such a fun teammate.",1,0
