id,text,arts_&_culture,business_&_entrepreneurs,pop_culture,daily_life,sports_&_gaming,science_&_technology
3340,Turned on the TV for Trump s daily presser just in time to hear {@President Biden@} suggest journalists pursue stories related to mask shortages:  Are they going out the back door [of the hospitals]?  he asked ...,0,0,1,0,0,0
3341,I wanna throw a brick at the tv watching trump implying that masks are going out the back door {@Nicolle Wallace@} {@Reverend Al Sharpton@} {@John Heilemann@},0,0,1,0,0,0
3342,Please tell me that the two women who are speaking on {@MSNBC@} right now have both tested negative for coronavirus. They re sitting shoulder to shoulder - yikes.,0,0,1,0,0,0
3343,There are some Harry Potter fans {{USERNAME}} - pupils and staff but who can think back to the first book and take this quiz? {{URL}} The questions are towards the bottom of the page…,0,0,1,0,0,0
3344,I’m felling ❤️❤️. I had 16 students show up to our first Zoom meeting today!  It was so good to see them and hear them and talk to them {{USERNAME}} {{USERNAME}} #room24,0,0,0,1,0,0
3345,"Honestly?  If {@HBO@} got the entire Harry Potter cast back for a sequel TV series, they would make BILLIONS upon BILLIONS of dollars.",0,0,1,0,0,0
3346,. {@SLUSHII@} throwing down a sick {@RZZ@} remix on Digital Mirage,0,0,1,0,0,0
3347,so i finished watching #JaneTheVirgin the other day and hands down it will be in my top five/top ten of best television shows of all time.  {@JaneTheVirginWriters@},0,0,1,0,0,0
3348,The camera work and storytelling for the #Wrestlemania36 Boneyard match is legit perfect. If wrestling was a movie this is perfectly done. {@AJ Styles@} is the white girl in the woods in the old horror movies!,0,0,1,0,0,0
3349,Bray Wyatt and the man in the woods: Superstar Ghost Stories {{URL}} {{USERNAME}},0,0,1,0,0,0
3350,"Zoom meetings aren’t end-to-end encrypted, despite misleading marketing {{URL}} by {@Micah@} , {@yell growler@} #Zoom",0,0,0,0,0,1
3351,"Yo, Star Wars peeps, go check out my man {{USERNAME}} whip up on some droids in Battlefront II! #StarWars #battlefront2 #StarWarsBattlefrontII {{URL}} ",0,0,1,0,0,0
3352,Harry Styles Rode His Motorcycle Alongside Kendall Jenner s Car in L.A. {{URL}} via {@Just Jared Jr@},0,0,1,0,0,0
3353,Chris Brown vs Usher  Usher vs Justin Timberlake {@SWIZZ BEATZ@} {@Timbaland@} Make one of those happen,0,0,1,0,0,0
3354,Community member Marie Barnhart shared her sweet Star Wars Lego collection shelf!  See & share more things like this inside the group at {{URL}} {{USERNAME}} #lego #legostarwars… {{URL}},0,0,1,0,0,0
3355,I used {@Shazam@} to discover Don t Give Up On Me (From  Five Feet Apart ) by Andy Grammer. {{URL}},0,0,1,0,0,0
3356,Aye Hands Down {{USERNAME}} The Best DJ In/From Louisville ‍♂️,0,0,1,0,0,0
3357,Sobrang  bi chris brown jan. The moves  {{USERNAME}} {{URL}},0,0,1,0,0,0
3358,Digital Mirage: Online Music Festival (Presented by {{USERNAME}} / {@Brownies Lemonade@} )  #ElectronicMusic #PLUR #MusicIsLife #EDM #Live #StayHome #QuedateEnCasa {{URL}},0,0,1,0,0,0
3359,#nowplaying Heavy (Hook Only) by Juice WRLD via the {@Audiomack@} app {{URL}},0,0,1,0,0,0
3360,Rock Cakes from Harry Potter (Rock Buns) {{URL}} via {{USERNAME}},0,0,1,0,0,0
3361,Check out what I just added to my closet on Poshmark: Star Wars Graphic V Neck T shirt XL. {{URL}} via {@Poshmark@} #shopmycloset,0,0,1,0,0,0
3362,"#BestOfTwitter #NowPlaying DJ KHALED by Dj khaled, Rick Ross, Future, Cardi B, Nicki Minaj, Drake, Chris Brown feat: djkhaled,chris brown,liltjay,cardi b,pop smoke,rick ross,jay z,roddy ricch,travisscott,migos,lil bab via the {@Audiomack@} app {{URL}} {{USERNAME}} ",0,0,1,0,0,0
3363,Okay. I just found it. {{USERNAME}} {{USERNAME}} {{USERNAME}} do you guys like Star Wars? Because I have found all my Star Wars D n D stuff.,0,0,1,0,0,0
3364,Death is but the Next Great Adventure by TheObsidianQuill - Harry Potter - J. K. Rowling {{URL}} via {{USERNAME}},0,0,1,0,0,0
3365,"Gashi Feat. Dj Snake, Afro B & Chris Brown - Safety 2020    #Gashi#DjSnake#AfroB#ChrisBrown #DaHubRadio #NowPlaying : {{USERNAME}} If Ur # d Above So We Can {{USERNAME}} You In Future ...Update Tune Tags {{URL}} ",0,0,1,0,0,0
3366,Use what talents you possess; the woods would be very silent if no birds sang there except those that sang best.  —Henry van Dyke via {{USERNAME}},0,0,1,0,0,0
3367,Digital Mirage has been !!   The sets that {{USERNAME}} {@pluko@} {@3LAU@} {@Don Diablo@} put out were exactly what I needed,0,0,1,0,0,0
3368,3 hours into a one direction Pinterest binge Harry styles is both my wallpapers sunflower vol 6. Is blasting it’s 4:07 in the morning and I have one serious question. {@Harry Styles@} will you marry me? {@Louis Tomlinson@} don’t be a spicy boi I’ll give him back one day if yes.☁️,0,0,1,0,0,0
3369,Check out new work on my {@Behance@} profile:  Star Wars Series  {{URL}},0,0,1,0,0,0
3370,"Unbelievable, Convid19 Aids telling people to send codes to Via there mobile phones to register for food as reported by {{USERNAME}} are deducting money for the service. Why are we like dis in Naija ,using every avenue 2 make money off people {@SEGA L veilleur@} {{USERNAME}} {{USERNAME}} ",0,1,0,0,0,0
3371,Encantadia (2006) plot can be a good book series like Game of Thrones and Harry Potter. Sayang sana naging books siya after the series para napreserve yung story. {@Suzette Doctolero@},0,0,1,0,0,0
3372,Brave by {@joyryde@} Album of 2020 hands down  I can see why it was so delayed,0,0,1,0,0,0
3373,Finally watched Drake and Future’s “Life is Good” video I enjoyed it. The video highlights the essential worker life {@JulienChristianLutz pka DirectorX@} been knew.::::: I bet Time’s person of the year will most likely be the essential worker. That or Cuomo,0,0,1,0,0,0
3374,Wondering if {@Gary Barlow@} is gonna play the star wars song at the start of his livestream later,0,0,1,0,0,0
3375,#En ce moment Radio {{USERNAME}} Post To Be Omarion Ft. Chris Brown & Jhene Aiko {{URL}},0,0,1,0,0,0
3376,I had a dream that woke me up. I was standing in line at {@McDonald s@} and no one was standing six feet apart.,0,0,0,1,0,0
3377,I’m so confused about the piece I just watched {@CBS@} Sunday Morning where Erin Moriarty interviewed Philip Galanes about Social Q’s and Coronavirus yet there is no way they were 6 feet apart during that interview?,0,0,1,0,0,0
3378,"| “It s on a different level. Honestly, I ve performed, I ve supported a few people on tour and I ve done big shows but nothing can prepare you for a Harry Styles audience. He really is a proper rock star. His performing is out of this world.” - {@Mabel@} on touring with Harry!",0,0,1,0,0,0
3379,Rod wave dude came out of the woods throwing haymakers this kid is unbelievable bro  straight music that hits the soul {@RodWave@},0,0,1,0,0,0
3380,Dear {@NASA@} what is taking so much time to release the picture? #9बजे9मिनट,0,0,0,0,0,1
3381,"I donated my monthly MetroCard to an essential worker here in New York, and more are needed! Thank you to {{USERNAME}} , who made this a reality: {{URL}} ",0,0,0,1,0,0
3382,Cheat Sheet breaks down  Star Wars: Rise of Skywalker  Easter eggs you might ve missed {{URL}} via {@Entertainment Weekly@} #StarWars,0,0,1,0,0,0
3383,Enter to win {@Star Wars@} Star Wars: The Rise of Skywalker Blu-ray at Heck Of A Bunch {{USERNAME}} US #giveaway {{URL}},0,0,1,0,0,0
3384,Check out Best Of CHRIS BROWN DVD VIDEO Compilation Mix DVD #DVD {{URL}} via {{USERNAME}},0,0,1,0,0,0
3385,Juice WRLD - Armed & Dangerous (Dir. by {@Cole Bennett@} ),0,0,1,0,0,0
3386,"Check out Harry Potter and the Deathly Hallows, Part 1 [Blu-ray] {{URL}} via {{USERNAME}} ",0,0,1,0,0,0
3387,"Yes Shawn Mendes is truly amazing and blablabla, but {@AstridS@} is hands down the best singer ever - her voice is just wow I seriously go around and sing her songs every single time I’m home alone",0,0,1,0,0,0
3388,"I just listed: Harry Potter and the Philosopher s Stone (Unabridged 6 Audio Cassette Set) [cassette] Rowling, J.K.,Fry, Stephen [Nov 01, 1999], for &pound;12.75 via {@Amazon@} {{URL}} ",0,0,1,0,0,0
3389,Ahh can’t wait to use my annual pass at Galaxy’s Edge once it’s open again!  So glad I got to ride Rise Of The Resistance at least once in the before era!  : {{USERNAME}}  #Nerdpins #Pingame  @ Star Wars Galaxies… {{URL}},0,0,1,0,0,0
3390,"Friendly #PSA For those of you  ahem cough  {@Bubba Wallace@} {@Bobby Labonte@}  cough  and others going after {@Clint Bowyer@} with pitchforks and torches, please march six feet apart. #StayHealthy #LoveThisLife",0,0,0,1,0,0
3391,"Listen, {{USERNAME}} ...it’s getting hard to stay home with NOTHING on TV.   Tell the #MLB that they can play games. NO SPECTATORS. Pitchers can’t lick fingers and no spitting in the dugout! 6 feet apart. The only contact is with a glove! It’s safer than the grocery store!",0,0,0,0,1,0
3392,"Check out what I just added to my closet on Poshmark: Alice in Wonderland, Alien, and Star Wars Pins. {{URL}} via {@Poshmark@} #shopmycloset",0,0,1,0,0,0
3393,Lullaby (Juice Wrld Type Beat) by ReidGoCrazy {@BeatStars@} {{URL}} #NowPlaying #NP {@SoaR@},0,0,1,0,0,0
3394,The last session of conference is like the last Harry Potter movie. It’s really good but you can’t help but fall asleep after a day long marathon of watching.    I’m up and ready for temple announcements though  {{USERNAME}} #GeneralConference,0,0,1,0,0,0
3395,"The many inspiring components of this April 2020 general conference — and the sacred week that we now begin — can be summarized by two divinely decreed words,  Hear Him.  {@Russell M Nelson@} #GeneralConference",0,1,0,0,0,0
3396,"#nowplaying The Best Of 2019 The Mixtape (Mixed By FlakesTheMixtapeMogul) (Extended Mix by FlakesTheMixtapeMogul feat: Afro B, Burna Boy, Taylor Swift, Katy Perry, Halsey, Khalid, Maroon 5, Chris Brown, Sam Smith & more via the {@Audiomack@} app {{URL}} {{USERNAME}} ",0,0,1,0,0,0
3397,"#nowplaying The Best Of 2019 The Mixtape (Mixed By FlakesTheMixtapeMogul) (Extended Mix by FlakesTheMixtapeMogul feat: Blueface, Tyga, Chris Brown, Drake, Post Malone, Tory Lanez, Wiley, Lil Baby, DaBaby, City Girls & m via the {@Audiomack@} app {{URL}} {{USERNAME}} ",0,0,1,0,0,0
3398,Watching Harry Potter and The Prisoner of Azkaban and I want {@Alfonso Cuaron@} to go back and remake all of the other Harry Potter films please.,0,0,1,0,0,0
3399,"I don’t usually feel angry and I think today is the angriest I’ve ever felt and you know why? Because of billboard being unfair to 5sos yet being fair to other artists like Harry Styles when similar situations happen, this is sabotage #BillboardIncludeThe10k {@billboard@} ",0,0,1,0,0,0
3400,watching digital mirage and {@T O K iM O N S T A@} is killing it...she was the first electronic artist i ever saw and started me on this crazy festival journey ♥️♥️♥️,0,0,1,0,0,0
3401,Finally got a chance to watch the {{USERNAME}} Presents: Our Country .... in place of the {@ACM Awards@} the artists performed from their homes. Absolutely amazing performances.  What a great way to share the music. I hope this continues in some fashion in the future #ACMOurCountry,0,0,1,0,0,0
3402,Virtual Easter Dinner w’ matsta007 from {{USERNAME}} starting w’ fabulous {{USERNAME}} Folies de la Marquetterie matched to Duck liver parfait orange sparkling jelly cornichons & sourdough #delicious… {{URL}},0,0,0,0,0,1
3403,#nowplaying SOBER REFLECTIONS ( DEDICATED TO MY LORD JESUS CHRIST  ) by NOBLE via {@Audiomack@} {{URL}},0,0,1,0,0,0
3404,I hope everyone has a lovely Easter tomorrow!   50% OFF ALL PENS EASTER WEEKEND! Check it out now!  Orders of $20+ ship FREE to the US!  LINK IN BIO { {{USERNAME}} }  Ships Worldwide!  Pens handcrafted in the… {{URL}},0,1,0,0,0,0
3405," I hope everyone is comfortable in your rave caves...   Thank you {@Pasquale Rotella@} , I love you ",0,0,1,0,0,0
3406,"Happy Resurrection Day of Jesus Christ! Today, I finished watching the livestream services of all these churches {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} ",0,0,1,0,0,0
3407,I hope everyone knows {{USERNAME}} is the only thing keeping me from getting a cat rn,0,0,0,1,0,0
3408,"Tribals have lived in our country for ages, they are hardworking, honest, loving,Caring,Ecofrndly,know humanity   #ग्रेट_मीणा_ट्राइब्स is fabls Tribe.  They are superb human. {@Hansraj Meena@} ",1,0,0,0,0,0
3409," Dear sister, dear brother, even if in your heart you have buried hope, do not give up: God is greater.  Darkness and death do not have the last word. Be strong, for with God nothing is lost!   Pope Francis s Easter Vigil Homily - {@Vatican News@} {@Pope Francis@} {{URL}} ",0,0,0,1,0,0
3410,Sir Pls Guide what we Should do after #Corona_Outbreak is {{URL}} we can save our country from financial crisis. Beginier Entrepreneur Like me want advice {@Subramanian Swamy@} .,0,1,0,0,0,0
3411,May God deliver our country from the #COVID__19 evil   #DeliverUsFromEvil {{USERNAME}} #TheWorshipHouseOnline,1,0,0,0,0,0
3412," {{USERNAME}} we wish you happy Celebration of Christ s Resurrection which reminds us of our redemption through Jesus Christ, the Son of God. #Happy(COCR.)  ®C.E.O. HYBRIDS FARM PLC. {{URL}} ",0,0,0,1,0,0
3413,Happy Easter! . We hope everyone is staying safe on this wonderful day  Enjoy an extra 25% off for our Easter sale on our store {{URL}} now!  . More plushies at {{USERNAME}} ✨ {{URL}},0,1,0,0,0,0
3414,Risen from the dead on easter sunday?...Jesus Christ.. {{URL}} via {@Daily Mail Online@},0,0,0,1,0,0
3415,"Happy Resurrection Sunday/Easter  from all of us {{USERNAME}} , may the resurrection power that raised Christ from the dead also resurrect every good thing that s dead in our lives and may it kill this deadly… {{URL}} ",0,0,0,1,0,0
3416,I m a housewife only have some money that was stolen from my husband pocket not a big amount from Fauji family but a little bit contribution. I hope everyone cobtribute according to their pocket this is our duty now. {@Narendra Modi@},0,0,0,1,0,0
3417,#HolyWeek2020 #EasterSunday We come to #Easter story end. Youth Worker Kwaku reflects on this great day w Luke 24. #Jesus returns from the dead. LIFE WORDS encourage young people (& all) to read the Bible daily #JESUSIsRisen {{USERNAME}} #HappyEaster2020 {{URL}},0,0,0,1,0,0
3418,May the resurrection of Jesus Christ bring life and restoration to everything that is dead in your life in Jesus name. Have a great Easter celebration. Cc silverliningconcepts_ushers {{USERNAME}} #heisrisen… {{URL}},0,0,0,1,0,0
3419,Idk if my moots here can still remember me  but I just want to say hi I hope everyone s doing ok sorry for being so ia med school is so hard asf  Stay safe everyone and I miss the boys so much {@BTS_twt@},0,0,0,1,0,0
3420,"Stormy Faye The Christian Runaway  Answer your calling.    Before GOD ever made a woman, He gave Adam a calling.   –  Dr. Tony Evans   #QITD #TonyEvans drtonyevans   #FaithForTheJourney {{USERNAME}} {{URL}} {{URL}} ",0,0,0,1,0,0
3421,"Mark 9:9,10   Now as they came down from the mountain, He commanded them that they should tell no one the things they had seen, till the Son of Man had risen from the dead.  10. So they kept this word to themselves, questioning what the rising from the dead meant.  {{USERNAME}} ",0,0,0,1,0,0
3422,Jesus ain’t come back from the dead for {@Chick fil A Inc@} to be closed on Sundays!!!,0,1,0,0,0,0
3423,"Happy Resurrection Day {{USERNAME}} ! As we celebrate, (today and every day), the resurrected Lord Jesus Christ, I want you to know that my wife and I pray for you and your family regularly. Thank you for everything!",0,0,0,1,0,0
3424,Hope everyone is having a wonderful #EasterSunday despite these challenging times.  Thank you to all our amazing key workers including our brilliant {{USERNAME}} #NHS staff working so incredibly hard and helping to save lives.   Take care and stay safe.,0,0,0,1,0,0
3425,"Kids spending their time in counting tunak, tunaks, Here i am counting mere geet-mere geet in “Back from the dead” {{USERNAME}} ",0,0,1,0,0,0
3426,Did Jesus Christ Really Rise From the Dead? {{URL}} #Faith via {{USERNAME}},1,0,0,0,0,0
3427,"Lovely Easter dinner, thanks Mamo! {{USERNAME}} ",0,0,0,1,0,0
3428,"Chopped: quarantine Easter dinner edition! 1 meal with 4 ingredients (can foie gras, kale, broccoli, peanut butter. {{USERNAME}} says fried liver w/ peanut sauce and roast salad. I say smoothie. Who wins?",0,0,0,1,0,0
3429,"#Sugar #skull #clipart, svg, png for sublimation, day of the dead, dia de los muertos, Cricut projects,sugar skull mask, printable {{URL}} via {@Etsy@} ",1,0,0,0,0,0
3430,Happy Easter {@Cher@} . I hope you have a great and wonderful Easter Cher. And I also hope that you find a lot of chocolate Easter eggs and bunny rabbits. Are you spending Easter with your Mom Cher? I am. We had spaghetti for Easter dinner.,0,0,0,1,0,0
3431,Shoutout to {{USERNAME}} in Headhouse Square {{USERNAME}} for offering Easter Dinner via delivery #OpenInPHL Very excited!!! Thank you  and #HappyEaster,0,0,0,1,0,0
3432,Easter dinner! Thanks to {{USERNAME}} !  One of the best bar b que around! Can t wait for his food truck to be up & running! @ The Blea Casa {{URL}},0,0,0,1,0,0
3433,Yo {{USERNAME}} people have to cook Easter dinner. Cmon man,0,0,0,1,0,0
3434,Miracle Jesus Christ/Saint Benedict CRUCIFIX SMALL - FREE SHIPPING {{URL}} via {{USERNAME}},1,0,0,0,0,0
3435,First Easter dinner I cooked  with the help of by bestie {{USERNAME}} ❤️,0,0,0,1,0,0
3436,repost via {{USERNAME}} from {{USERNAME}} Jesus died to rescue us from our sins and reconcile us with God. He rose from the grave and is alive!⁣ ⁣ #ourdailybread #resurrectionsunday #resurrection #greifoverturned… {{URL}},1,0,0,0,0,0
3437,I just gave 200 meals to {@Feeding America@} . Join me and give meals to hungry families! {{URL}} PLEASE DONATE...FEEDING AMERICA  will need to feed 17 MILLION PEOPLE....PLEASE HELP especially if you re sitting down to an EASTER DINNER w family,0,0,0,1,0,0
3438,Wake up to a full Easter dinner {{USERNAME}} that mash is different !  Perks of ur roomate being a chef !,0,0,0,1,0,0
3439,S/o to {{USERNAME}} for making me a full blown easter dinner for when I finished work. I love you you’re the best ❤️,0,0,0,1,0,0
3440,"Easter Dinner #quarantine style.  Nice little spread from {{USERNAME}} #mastroscityhall @ Scottsdale, Arizona {{URL}} ",0,0,0,1,0,0
3441,"Wake up to everyone eating Easter dinner, while me and {{USERNAME}} are making muffins for breakfast #nightshiftlife",0,0,0,1,0,0
3442,"A sweet Easter Sunday afternoon. It’s dinner here in Winnipeg. Housemates cooked Easter dinner all afternoon while I got to listen to records. Lucky me. Much love to you all. Have a lovely sleep, Brits. Thank you {@Tim Burgess@} , {@Pulp@} {{USERNAME}} #timstwitterlisteningparty",0,0,0,1,0,0
3443,I made sourdough bread! {{USERNAME}} supervised. Also had a little Easter dinner. #baking #easter {{URL}},0,0,0,1,0,0
3444,#happyeaster a very different easter dinner #primeribsteaks #justthe2ofus❤  #missingfamily  #missing {{USERNAME}} ( Anthony) john.w.76 jesslynnireland and of course my darling #grandson  plus missed being with… {{URL}},0,0,0,1,0,0
3445,"Watching NBC’s re-airing of “Jesus Christ Superstar LIVE”...aka The {@Alice Cooper@} version)! - What’s your take on this classic show, fellow rockers? (I’ve always loved the idea of telling Jesus’s story via dramatic ROCK music! Plus, MUCH of the show is accurate.)",0,0,1,0,0,0
3446,Easter dinner at fitmeals4ulv .. had a great time with our friends ! {{USERNAME}} {{USERNAME}} #easterdinner #fitmeals4ulv #ribs #goodtimes {{URL}},0,0,0,1,0,0
3447,The sound of loud cars racing around was just interrupted with a loud crash. ‍♂️  Hope everyone s okay!  And I hope {@Mayor Bill de Blasio@} resigns soon.,0,0,0,0,1,0
3448,I ve been laying in bed doing nothing for years but several months ago I saw {@Ricky Gervais@} talking about his {@Netflix@} series #AfterLife and I watched it and enjoyed it but now I ve been waiting months for #AfterLife2. The living have a responsibility to keep the dead entertained.,0,0,1,0,0,0
3449,Seems like an appropriate time to rewatch Jesus Christ Superstar. Had almost forgotten how awesome (and buff!) {@Tim Minchin@} was in this!,0,0,1,0,0,0
3450,"Over FaceTime..  My dad asks 4 year old to save him some Easter Candy. 4 year responds... “Sorry Grank, the governor said we can’t leave our house!” {@Gina Raimondo@} saves chocolate bunny from being pilfered by grandpa!",0,0,0,1,0,0
3451,"Ooooh okay {@Fallout@} 76 yeah your game was completely void of humans and now they are all back. What s the reason, treasure you say?!   Wow really well thought out! If the content matches the premise then Jesus Christ! ‍♂️",0,0,0,0,1,0
3452,"LONG TIME NO SCREAM! #DEADAIR Writer/Co-Producer Chris La Vigna ( {{USERNAME}} ) has a new internet radio show on {{USERNAME}} , TERMINAL TRANSMISSION! listen to the first episode and you ll hear the full cut of the DEAD AIR theme song from DangerHole! {{URL}} ",0,0,1,0,0,0
3453,"A friend put me onto this, 50 Years of Horizon on {@BBC iPlayer@} . The first ever made, ‘The World of Buckminster Fuller’, is absolutely fascinating, both for the man himself & as a study in how documentary programmes were made in 1964 #horizon #eveningsin {{URL}} ",0,0,1,0,0,0
3454,Josh Jones on flipping from Oklahoma State to {@Houston Football@} :  “It was probably one of the best decisions I ever made in my life - just being able to stay home & play in front of my friends & family. It was an amazing experience. My 2015 year we went in there & won the Peach Bowl!”,0,0,0,0,1,0
3455,"I have never ever made a fuss about an actor s performance before, but if {@Rhea Seehorn@} doesn t win some type of award for her work on Better Call Saul this year, that is so messed up.",0,0,1,0,0,0
3456,I don’t know punk music very well but got introduced to the Dead Boys years ago through {@Pearl Jam@} cover of Sonic Reducer. Just learned Dead Boys are from Cleveland.,0,0,1,0,0,0
3457,"A year ago today, I decided to go to a concert in Salt Lake three hours before doors opened. I had no idea who the opening bands were, but when I say I became a fan of {{USERNAME}} and {@THE F A I M@} that night, I mean it. That was one of the best decisions I’ve ever made.",0,0,1,0,0,0
3458,"Seriously CNN, what is happening? Our country is struggling because of a pandemic caused by the CCP, and you take this time to push for tourism to China?   “My three-week, life-changing trip to China, which spurred a year of travel” {{URL}} via {@CNN Travel@} ",0,0,1,0,0,0
3459,started {@Netflix@} ’s #blackAFnetflix which is basically just the {@kenya barris@} show and the worst part about the Kenya Barris show is his acting Jesus Christ all these years producing TV and film and you think he woulda had the sense to cast a better actor to play himself #skip,0,0,1,0,0,0
3460,I’m finally watching that NBC version of Jesus Christ Superstar that {{USERNAME}} told me about. It seems pretty good so far but NO “HEY COOL IT MAN” 0/10,0,0,1,0,0,0
3461,"“Do you want to watch Anaconda?”  No, we already watched it this year.  “But it’s one of the best movies ever made. About snakes.” {{USERNAME}} ",0,0,1,0,0,0
3462,"Watching {@Samantha Power@} on {@CNN@} right now- I can’t begin to imagine what it must be like for her, & the rest of the {@Barack Obama@} administration to have to watch year after year Trump & GOP completely destroy our country. Obama’s team worked hard for the very best for ALL OF US.",0,0,1,0,0,0
3463,Stand By Me  sung by Sam Smith and John Legend - Democratic Underground {{URL}} via {{USERNAME}},0,0,1,0,0,0
3464,Ok sorry I’m DONE now y’all I just gotta say {@DION TIMMER@} REALLY did NOT let us BREATHE that whole lost lands 2019 set and I AM HERE FOR IT UGH,0,0,1,0,0,0
3465,AHHHH {@frenchie@} I love you for dropping some {@joyryde@} at Lost Lands,0,0,1,0,0,0
3466,So Gaga and Celine doing their MOST with these mics and John legend is in a stairwell with a single air pod. Love a humble star. {@chrissy teigen@} you won.,0,0,1,0,0,0
3467,Glad to be rewatching that 2019 lost lands {@Liquid Stranger@} set. It’s so nasssttyyyy,0,0,1,0,0,0
3468,Liquid stranger reminding us how he killed us {@Lost Lands Festival@},0,0,1,0,0,0
3469,"Flowing to {@Liquid Stranger@} at lost lands was one of the most euphoric feelings I’ve ever had at a concert, or ever. I felt so in tune with the universe and the music. And felt one with the music and crowd ",0,0,1,0,0,0
3470,"#Who_Is_Real_SadGuru The full saint describes the worship of three times. Worshiping the full God in the morning, in the afternoon,the hospitality of the gods of the world and the evening aarti tells separately that he is a benevolent  saint Rampal Ji Maharaj {{USERNAME}} ",1,0,0,0,0,0
3471," Hey, Dani. Do u remember that time watching {@Liquid Stranger@}  s set at {@Lost Lands Festival@} when u were stuck and couldnt move?.... No? .... yeah, me either.    Favorite set from the whole weekend!",0,0,1,0,0,0
3472,Laughing Watching {@FRIENDS@} With Him Yea We May Have To Get Married,0,0,1,0,0,0
3473,Salute to #EssentialWorkers #CoronaFighters   Salute To Bankers !  Join Our Movement #BankersFightCorona {{USERNAME}} {@DFS@} {@Ministry of Finance@},0,1,0,0,0,0
3474,The Rolling Stones Perform a Classic Via Zoom During  One World  {{URL}} via {@billboard@},0,0,1,0,0,0
3475,Quanto cazzo vi amo {@The Rolling Stones@} The Rolling Stones perform  You Can t Always Get What You Want  |  | One... {{URL}},0,0,1,0,0,0
3476,Bighit release the full Korean version of I like it pt. 2 {{USERNAME}},0,0,1,0,0,0
3477,"Celine Dion, Andrea Bocelli, Lady Gaga, Lang Lang, John Legend perform  ... {{URL}} via {@YouTube@} mooi #kippevel",0,0,1,0,0,0
3478,"“While the Bank made important commitments to ensure its financing does not actively support discrimination, rigorous monitoring will be required to ensure that pregnant schoolgirls’ fundamental right to equal access to education  “- {@Maria Sarungi Tsehai@} #ArudiShule #ElimuBilaUbaguzi",0,1,0,0,0,0
3479,I love that Sam Smith and John Legend’s rendition of Stand By me ‍♂️‍♂️❤️ #TogetherAtHome {@Global Citizen@},0,0,1,0,0,0
3480,Watch the Rolling Stones Play  You Can’t Always Get What You Want  While Social Distancing in Quarantine {{URL}} a través de {{USERNAME}},0,0,1,0,0,0
3481,The Rolling Stones perform classic from FOUR separate locations {{URL}} via {@Daily Mail Celebrity@},0,0,1,0,0,0
3482,"Dear {@Air India@} my ticket through goibibo  on dated 09 April, 2020 Dxb to Ccu. Due to Covid 19 Flight has been cancelled.  I don t want to booked again.  So kindly refund the full amount.  PNR no. JR8ZN {@goibibo@} please refund my money. More Than 3 weeks taken {@DGCA@} ",0,1,0,0,0,0
3483,Happy Greek Easter {@Maria Stephanos@} may you have a blessed day with the promise HE makes to us.,0,0,0,1,0,0
3484,"Contest! Your chance to win #trx & 100 engraved #ledger Nano X!  You can now manage & earn Tron on Ledger Live. To celebrate, join our contest to be one of the 100 winners. Don t pass this up: {{URL}} {{USERNAME}} airdrop 500000 VYA 50",0,1,0,0,0,0
3485,{{USERNAME}} I will put on the full armor of God for my marriage. #HusbandAfterGod,0,0,0,1,0,0
3486,"CBS to air Prince tribute concert Tuesday night with performances from Beck, Usher and John Legend {{URL}} via {@Pioneer Press@} {@MTV@} {@BET@} {@billboard@} {@Rolling Stone@} ",0,0,1,0,0,0
3487,"Piano Instrumental Karaoke of  COFFEE  by {@KELENDRIA ROWLAND@} ... watch the full video on my YT Channel, link in bio! - - - - #kellyrowland #coffee #piano #karaoke #instrumental #strumentale #lyrics #testo… {{URL}} ",0,0,1,0,0,0
3488,Geoffrey Pyatt:  There is nothing more special than Greek Easter  {{URL}} via {{USERNAME}},1,0,0,0,0,0
3489,Move {@Timmy Hill@} to second with a big move past {@William Byron@} on the inside!  #eNASCAR | #ProInvitationalSeries,0,0,0,0,1,0
3490,John Legend & Sam Smith perform  Stand By Me  | One World: Together At Home {{URL}} via {@YouTube@},0,0,1,0,0,0
3491,Our CEO Geoff Freeman spoke with {@The Associated Press@} on the #CPG environment as companies ramp up efforts to make products Americans need to stay home and flatten the curve. Read the full Q&A here. {@Anne D Innocenzio@} {{URL}},0,1,0,0,0,0
3492,Why didn’t The Rolling Stones ask {@Owain Wyn Evans@} to do the drumming if Charlie Watts didn’t have a drum kit for #TogetherAtHome ?,0,0,1,0,0,0
3493,POP or DROP #KellyClarkson  is back with new music! You can listen to the full song and let us know know if this song should POP on Z or if we should DROP it?  Listen then tweet us with POP or DROP!  - {{USERNAME}} {{URL}},0,0,1,0,0,0
3494,⚡️ “The Three Paths to Welcoming the Lord Jesus’ Return” You are welcome to join our whatsapp group for discussion. {{URL}} {{URL}} #GodsWord #truth #WorshipGod #DailyDevotional {{USERNAME}} {{USERNAME}} {{USERNAME}} {{URL}},0,0,0,1,0,0
3495,Igor Moiseyev Ballet. Suite Greek dance «Sirtaki» {{URL}} via {@YouTube@} HAPPY GREEK EASTER,1,0,0,0,0,0
3496,Metric Time and Non-Metric Time: The Speed of Light.   An {{USERNAME}} essay. Forgot to put the URL.  Here it is: {{URL}} The full essay.,0,0,0,0,0,1
3497,Did you miss {{USERNAME}} on #cnbc Squawk Box? Click here for the full length interview! ( {{URL}} ),0,0,1,0,0,0
